,log2FoldChange,pvalue,padj,log2FoldChange,pvalue,padj,log2FoldChange,pvalue,padj
Dapma7bEVm027302,-1.679790856,0.27174638,NA,1.579741986,0.275363274,0.921222436,-1.488575846,0.33001388,0.997835001
Dapma7bEVm027303,-0.409304104,0.773848323,NA,-2.863427811,0.059197443,0.717108367,-0.282783452,0.842793327,0.998544574
Dapma7bEVm027307,-0.284155753,0.674574574,NA,-0.433560709,0.521244298,0.967706658,-0.047565964,0.943942238,0.998544574
Dapma7bEVm027319,0.194167205,0.886258913,NA,0.233938526,0.862861349,0.996018607,-0.994945862,0.47251981,0.997835001
Dapma7bEVm027320,-0.643732456,0.074603769,0.438198781,0.110491614,0.755147868,0.995280907,-0.467954317,0.195165161,0.983444903
Dapma7bEVm027321,0.850122496,0.040240623,0.316085231,0.038369041,0.926867724,0.997105207,0.736075371,0.077026151,0.852452839
Dapma7bEVm027324,3.833094395,0.036152539,NA,3.081969036,0.092456438,0.787135536,0.953429557,0.609844276,0.997835001
Dapma7bEVm027327,0.403904586,0.174070356,0.625037437,-0.030753571,0.917777547,0.996018607,-0.041787456,0.88930052,0.998544574
Dapma7bEVm027332,0.376649026,0.651104443,NA,0.4839545,0.560374225,0.971159653,0.299309316,0.719878778,0.998544574
Dapma7bEVm027352,3.485926978,0.086338969,NA,3.454805327,0.08885055,0.781808429,2.521766653,0.219014067,0.993902406
Dapma7bEVm027353,0.053221853,0.816814514,0.964090362,0.130327301,0.570199269,0.971159653,-0.224288817,0.329851547,0.997835001
Dapma7bEVm027355,0.167454697,0.75002742,NA,0.288564165,0.581321002,0.97306878,0.313279481,0.551441267,0.997835001
Dapma7bEVm027356,-1.592784334,0.034942278,NA,-0.937967208,0.207583194,0.884141008,-1.273258381,0.090994564,0.876006131
Dapma7bEVm027359,0.540564575,0.055018054,0.373666116,0.348921558,0.215213523,0.894635901,-0.091821998,0.747848642,0.998544574
Dapma7bEVm027363,-0.075581744,0.852639917,0.973024971,0.252281231,0.533911791,0.969618438,-0.543961014,0.183843658,0.971308506
Dapma7bEVm027366,0.068288434,0.862317513,0.974034485,-0.085184905,0.828635906,0.995713431,0.265445609,0.500255682,0.997835001
Dapma7bEVm027367,-0.718593541,0.17884392,0.631519403,-1.067313079,0.046090201,0.65940677,-0.534259461,0.317658208,0.997835001
Dapma7bEVm027369,0.459025725,0.658795124,NA,1.26016253,0.22130907,0.898431975,1.410583506,0.171812898,0.962707847
Dapma7bEVm027370,0.226593111,0.49900825,0.875759994,0.214817991,0.52066772,0.967706658,-0.213283702,0.527871987,0.997835001
Dapma7bEVm027371,-0.042316391,0.937202753,NA,-0.23277867,0.66450557,0.984108345,-1.318518705,0.017272425,0.54379667
Dapma7bEVm027372,-0.499823275,0.504774267,0.876547521,-0.731424267,0.329023449,0.941696037,-1.320388892,0.079080429,0.860076864
Dapma7bEVm027373,-0.059033313,0.8655196,0.974951649,0.635681784,0.065823358,0.729039863,0.631934972,0.068403333,0.833184586
Dapma7bEVm027374,1.769469153,0.002831725,0.056303689,0.15130222,0.798898851,0.995280907,0.185878529,0.754538926,0.998544574
Dapma7bEVm027375,-0.040245504,0.955899889,NA,-0.302537551,0.677659825,0.987545798,-0.613011509,0.402433285,0.997835001
Dapma7bEVm027376,0.46392489,0.155692598,0.599861231,0.154571482,0.636283432,0.984108345,-0.088132084,0.788156954,0.998544574
Dapma7bEVm027378,-0.08584065,0.538525908,0.890729554,0.102220197,0.461888836,0.959980398,-0.225673676,0.107504506,0.912609502
Dapma7bEVm027379,-0.084947961,0.711694993,0.942675167,0.167099622,0.466589165,0.959980398,-0.190706089,0.407269797,0.997835001
Dapma7bEVm027380,-2.430998906,0.06276097,NA,0.163937374,0.897921106,0.996018607,-1.231460284,0.339751075,0.997835001
Dapma7bEVm027381,-0.090597208,0.82622049,0.965772028,-0.201226554,0.625270807,0.981977125,-0.228836408,0.580879787,0.997835001
Dapma7bEVm027382,-0.013329128,0.971733754,0.995963941,-0.061324448,0.870396169,0.996018607,-0.40699508,0.280849299,0.997835001
Dapma7bEVm027383,0.032260619,0.949851829,0.991560848,-0.959331195,0.062622087,0.720307171,-0.676118314,0.190049071,0.974950723
Dapma7bEVm027386,0.022461552,0.925186487,0.98656553,-0.045211103,0.849985672,0.995987636,-0.377905654,0.115248954,0.920947209
Dapma7bEVm027387,0.26357256,0.350211718,0.788022666,0.008774432,0.97519152,0.999117826,0.202580262,0.473219195,0.997835001
Dapma7bEVm027388,0.677941312,0.344055861,0.783861645,-0.229419482,0.749348492,0.995280907,0.056060808,0.937814451,0.998544574
Dapma7bEVm027389,1.600871318,0.037110454,NA,2.697208369,0.000416301,0.057411105,1.723717544,0.024869281,0.605871518
Dapma7bEVm027390,-0.356721923,0.380936168,0.808622296,0.070875096,0.860889394,0.996018607,-0.184696929,0.650202638,0.997835001
Dapma7bEVm027391,0.216215655,0.458907279,0.855793688,0.5881073,0.043412681,0.642034138,-0.603442042,0.040208646,0.730787473
Dapma7bEVm027392,-0.301199726,0.11245288,0.53203952,-0.014192884,0.940084496,0.997211633,-0.162393368,0.392458462,0.997835001
Dapma7bEVm027394,-0.35172546,0.384521598,0.809484453,-0.188647111,0.639846718,0.984108345,-0.085738101,0.832035127,0.998544574
Dapma7bEVm027395,-1.911302008,0.257860372,NA,-0.074189641,0.964680016,0.999117826,-2.363410603,0.164343559,0.956380318
Dapma7bEVm027396,0.198483329,0.386049355,0.811581031,-0.136722357,0.550618573,0.971159653,0.12083793,0.598208536,0.997835001
Dapma7bEVm027397,0.360216276,0.650297086,0.926306827,-0.257971545,0.745736822,0.995280907,-0.65966343,0.409031876,0.997835001
Dapma7bEVm027398,0.169737797,0.516052907,0.882079159,0.136906439,0.60010055,0.978145926,-0.21144386,0.419921389,0.997835001
Dapma7bEVm027399,0.745093828,0.128604192,NA,1.396863544,0.004058163,0.220882037,0.379108828,0.443401237,0.997835001
Dapma7bEVm027400,1.199109514,0.507612973,NA,0.088424859,0.961070972,0.999006385,0.942075075,0.60285702,0.997835001
Dapma7bEVm027401,-0.232347414,0.511279217,0.879895262,0.425765937,0.227950168,0.903927488,-0.148546722,0.674626987,0.998544574
Dapma7bEVm027402,-1.22607072,0.753076432,NA,-3.093275357,0.428641067,0.953108977,-2.267735912,0.561368472,0.997835001
Dapma7bEVm027403,0.700402146,0.42800066,NA,0.709573487,0.421409317,0.952985701,-0.392947788,0.660045334,0.998387735
Dapma7bEVm027404,0.060968444,0.927382921,NA,0.7232208,0.275547554,0.921222436,0.516702344,0.438547324,0.997835001
Dapma7bEVm027405,0.00590093,0.996656706,NA,0.414998346,0.767579921,0.995280907,-0.365295122,0.796106497,0.998544574
Dapma7bEVm027406,0.293865248,0.138622923,0.576579214,0.064483992,0.745196545,0.995280907,0.086055837,0.664938508,0.998387735
Dapma7bEVm027408,0.15744755,0.619312661,0.915434051,0.059948342,0.849883156,0.995987636,0.305150588,0.335710835,0.997835001
Dapma7bEVm027409,1.024223075,0.451803443,NA,2.350306396,0.082386715,0.771870299,-0.633068816,0.64948708,0.997835001
Dapma7bEVm027410,-0.071456964,0.701232351,0.940978754,-0.051639203,0.780778243,0.995280907,0.024601776,0.895085679,0.998544574
Dapma7bEVm027411,0.086798051,0.854372509,0.973060767,-0.602852022,0.20303485,0.883262301,-0.609037658,0.19933586,0.985021292
Dapma7bEVm027412,0.32207856,0.208012868,0.668248211,0.501584906,0.049393956,0.673233514,-0.008618217,0.973230314,0.998544574
Dapma7bEVm027413,0.339576882,0.231762681,0.692238901,0.599013655,0.034398755,0.59440551,-0.212820501,0.456508719,0.997835001
Dapma7bEVm027415,-0.192566728,0.520577838,0.88392403,0.085572033,0.774668724,0.995280907,-0.018463084,0.950892872,0.998544574
Dapma7bEVm027416,-0.165322044,NA,NA,-0.864697092,NA,NA,0.028294674,NA,NA
Dapma7bEVm027417,0.150247971,0.638632158,0.920677565,-0.32998326,0.304169033,0.935628388,-0.13558001,0.674397382,0.998544574
Dapma7bEVm027418,-1.006744107,NA,NA,-2.742765788,NA,NA,-2.709028374,NA,NA
Dapma7bEVm027420,-0.153679075,0.419106393,0.832377621,-0.411109943,0.030678753,0.568822237,-0.265569811,0.163881688,0.956380318
Dapma7bEVm027422,-0.063071489,0.805279912,0.961784623,0.034653901,0.891925781,0.996018607,-0.038087548,0.881881443,0.998544574
Dapma7bEVm027423,0.228327623,0.66709239,0.930648564,0.483120178,0.362231452,0.947850483,-0.493448953,0.354180008,0.997835001
Dapma7bEVm027425,-0.556727086,0.07028306,0.422393247,-0.517022381,0.091567729,0.786523202,-0.573683497,0.06301023,0.819615126
Dapma7bEVm027426,0.270578249,0.74646179,0.950272967,0.363326456,0.663890158,0.984108345,0.18855184,0.821928675,0.998544574
Dapma7bEVm027427,0.787659031,0.494619783,NA,-0.775565927,0.504239177,0.965356289,-0.411656505,0.7231715,0.998544574
Dapma7bEVm027428,0.252512579,0.636082514,0.919230007,0.405810291,0.446488845,0.957263192,0.793557318,0.136632808,0.940088848
Dapma7bEVm027429,0.272615567,0.867245176,NA,1.676316909,0.29997338,0.933826739,-0.566453323,0.731628601,0.998544574
Dapma7bEVm027431,-1.470611791,0.166115647,NA,-1.252746636,0.236014508,0.907498614,-0.428271245,0.684574936,0.998544574
Dapma7bEVm027432,1.224149201,0.307631451,NA,2.886661466,0.0146735,0.408945316,0.597838535,0.62337804,0.997835001
Dapma7bEVm027433,7.397659966,NA,NA,5.71268149,NA,NA,4.035674124,NA,NA
Dapma7bEVm027434,-0.123421551,0.90906852,NA,-0.080338973,0.940605685,0.997211633,-0.065505566,0.95172521,0.998544574
Dapma7bEVm027435,5.428743043,0.016891413,NA,4.660566291,0.040650509,0.626644054,5.241248169,0.021257518,0.569775805
Dapma7bEVm027436,0.863802863,0.408324681,NA,0.160140165,0.878319731,0.996018607,0.902835989,0.387667036,0.997835001
Dapma7bEVm027438,-0.878344472,0.006299983,0.100398603,-0.005841826,0.985374228,0.999771496,-0.203617691,0.524655268,0.997835001
Dapma7bEVm027439,0.489372226,0.14052741,0.579403227,0.612988599,0.06462736,0.725477425,0.088857751,0.789442243,0.998544574
Dapma7bEVm027440,-0.110545926,0.818972334,0.964779209,0.164329042,0.7332133,0.994743932,-0.725626806,0.134862025,0.935661568
Dapma7bEVm027442,0.767453146,0.184546639,0.639304033,1.386153882,0.016236751,0.428984141,1.876769712,0.001135592,0.143958894
Dapma7bEVm027443,-0.246400513,0.620515557,0.915439413,-0.511913675,0.303701709,0.934993977,-0.008973594,0.985611324,0.999369764
Dapma7bEVm027444,-1.990883075,0.146532831,NA,-3.915005873,0.006509339,0.277967088,-1.183639254,0.384172231,0.997835001
Dapma7bEVm027445,-0.031478883,0.981638001,NA,0.337658124,0.803906498,0.995280907,-1.776015113,0.21407625,0.991607831
Dapma7bEVm027446,0.792864363,0.058424897,0.386922856,0.283936943,0.498570456,0.964158903,0.294674955,0.48382169,0.997835001
Dapma7bEVm027447,0.426417749,0.065445819,0.408916238,0.374814085,0.105200139,0.800388183,-0.094334548,0.684473228,0.998544574
Dapma7bEVm027448,0.007435208,0.977426252,0.997181633,-0.002621674,0.992025382,0.999771496,-0.375703121,0.155187521,0.950026168
Dapma7bEVm027449,8.399452282,NA,NA,8.413440023,NA,NA,6.777466357,NA,NA
Dapma7bEVm027450,0.720981593,0.732212341,0.947411742,-1.546649803,0.46345283,0.959980398,-1.219880264,0.563136257,0.997835001
Dapma7bEVm027451,0.047537419,0.853529128,0.973024971,0.005499786,0.982939236,0.999771496,-0.224424265,0.3850978,0.997835001
Dapma7bEVm027452,-0.79550115,0.3147736,0.762501523,-0.079669871,0.919495031,0.996018607,0.227339784,0.773132176,0.998544574
Dapma7bEVm027454,0.757940446,0.098449728,0.504703122,0.664096809,0.147215914,0.845416249,0.009255374,0.984066019,0.999369764
Dapma7bEVm027455,-3.765659981,0.001098861,NA,-1.026581782,0.319231257,0.941696037,-1.154058957,0.267079253,0.997835001
Dapma7bEVm027456,0.933313606,0.529167553,NA,0.359655099,0.808509542,0.995280907,-1.22175075,0.414490802,0.997835001
Dapma7bEVm027457,0.260967866,0.318027256,0.764793518,-0.26266675,0.317328459,0.941696037,0.150804121,0.566194172,0.997835001
Dapma7bEVm027459,-1.108024488,0.000266695,0.009239883,-0.309305428,0.305357389,0.936767048,-0.226374081,0.454032349,0.997835001
Dapma7bEVm027460,0.406549905,0.848977808,0.972120714,-0.065917318,0.975371543,0.999117826,-2.328005955,0.277163385,0.997835001
Dapma7bEVm027462,-0.219972143,0.395752076,0.818723099,0.06242783,0.808867351,0.995280907,-0.138092983,0.594331374,0.997835001
Dapma7bEVm027463,-1.912778946,1.35E-06,9.77E-05,-2.003293045,4.01E-07,0.000287124,-1.363149769,0.000550198,0.086610814
Dapma7bEVm027464,0.444878551,0.218464525,0.67848581,0.001129235,0.997513085,0.999771496,-0.117071114,0.748580071,0.998544574
Dapma7bEVm027465,1.063949819,0.009739412,0.133109827,0.125264699,0.761729071,0.995280907,0.137981319,0.73924371,0.998544574
Dapma7bEVm027467,0.466234057,0.21910052,0.678504962,-0.043299604,0.909373751,0.996018607,-0.038502333,0.919835508,0.998544574
Dapma7bEVm027468,-0.138241419,0.885830615,NA,-0.159558978,0.86822247,0.996018607,-0.23805424,0.805081542,0.998544574
Dapma7bEVm027469,0.841414856,0.650266752,NA,0.810922525,0.662062402,0.984108345,2.100467896,0.257266412,0.997835001
Dapma7bEVm027471,0.206869846,0.587729565,0.905426973,0.061378764,0.872123085,0.996018607,-0.33173239,0.387945068,0.997835001
Dapma7bEVm027473,-0.717299619,0.063864635,0.402882168,0.052681229,0.890610565,0.996018607,0.049706195,0.897141206,0.998544574
Dapma7bEVm027474,-0.288808147,0.276631308,0.731062749,0.103048222,0.696960996,0.991796615,-0.160023211,0.54684268,0.997835001
Dapma7bEVm027475,0.818884157,0.746067579,NA,-7.156018828,0.008618417,0.32067226,0.278301957,0.912430781,0.998544574
Dapma7bEVm027477,1.240820293,0.065930318,NA,0.377281178,0.577704739,0.97228775,0.758987883,0.262992861,0.997835001
Dapma7bEVm027478,0.150188903,0.736594886,0.948821978,0.563813921,0.205978319,0.884141008,-0.460376302,0.304076629,0.997835001
Dapma7bEVm027481,-0.06149606,0.957697151,NA,1.422269213,0.213278588,0.892555001,0.356449411,0.757831207,0.998544574
Dapma7bEVm027482,0.754885753,0.036009549,0.297804919,0.601127129,0.094742111,0.792010613,0.515643213,0.153726983,0.947726878
Dapma7bEVm027484,-1.013751038,0.243254266,0.703013801,-1.136085125,0.190809286,0.877495148,-1.51589143,0.081896266,0.861592708
Dapma7bEVm027485,0.485491285,0.672940954,0.933074282,-1.120928348,0.330488446,0.941696037,-1.696370471,0.141844603,0.942348685
Dapma7bEVm027486,1.271875651,0.527025319,NA,2.457384805,0.219260413,0.898431975,1.725172518,0.39028392,0.997835001
Dapma7bEVm027488,-0.097483699,0.850388558,0.972427658,-0.346364404,0.502749034,0.964817934,0.267152475,0.605013753,0.997835001
Dapma7bEVm027490,0.662526217,0.479744704,NA,0.805931973,0.388954786,0.952985701,0.963450363,0.303809722,0.997835001
Dapma7bEVm027491,-1.100029099,0.539044552,NA,-0.416005239,0.815249366,0.995280907,0.172783453,0.922642327,0.998544574
Dapma7bEVm027492,-0.801558829,0.3847667,0.809484453,-1.306613949,0.156719936,0.85321381,-0.86368205,0.349221525,0.997835001
Dapma7bEVm027493,-0.181298372,0.433567966,0.839704914,-0.057303362,0.804231144,0.995280907,-0.1087855,0.638645468,0.997835001
Dapma7bEVm027494,0.375609187,0.28598423,0.739550472,0.52779427,0.13251532,0.831363546,0.649748902,0.064760265,0.825013886
Dapma7bEVm027495,0.32577216,0.315570814,0.762928303,0.320963086,0.321754597,0.941696037,0.155656452,0.632918678,0.997835001
Dapma7bEVm027496,-0.010568461,0.983027814,NA,0.9771073,0.045935559,0.65940677,0.318032481,0.521165957,0.997835001
Dapma7bEVm027497,0.259558868,0.748686069,NA,0.594076059,0.461264406,0.959980398,0.354588917,0.661980042,0.998387735
Dapma7bEVm027499,0.755278958,0.794985079,NA,1.091783885,0.707121974,0.992113972,-1.140013899,0.695764889,0.998544574
Dapma7bEVm027500,0.117182071,0.793501555,0.958373294,-0.123604035,0.782460479,0.995280907,-0.575854539,0.200334531,0.985125187
Dapma7bEVm027502,-0.018403388,0.957275229,0.992677206,-0.291633139,0.395921543,0.952985701,-0.359714075,0.2953946,0.997835001
Dapma7bEVm027503,-0.239530361,0.868961063,NA,-0.045236739,0.975062416,0.999117826,-0.624651314,0.668969676,0.998544574
Dapma7bEVm027504,0.198573447,0.710349002,0.942675167,0.177571789,0.739439047,0.995280907,0.189759494,0.723094338,0.998544574
Dapma7bEVm027505,1.52891317,0.388844662,NA,-0.922395743,0.604405563,0.97945564,0.258923075,0.884171938,0.998544574
Dapma7bEVm027506,0.183035413,0.631034591,0.918444319,0.170657542,0.653600723,0.984108345,0.263785613,0.489395864,0.997835001
Dapma7bEVm027508,-1.091136668,0.195401829,NA,0.227305577,0.783562835,0.995280907,-1.683923284,0.0499527,0.761247259
Dapma7bEVm027509,-0.019694275,0.949519061,0.991560848,-0.038698634,0.900833845,0.996018607,-0.224618598,0.471881867,0.997835001
Dapma7bEVm027510,1.273922097,0.085951884,0.470332565,1.22755711,0.097890484,0.793921054,-0.837666351,0.263471487,0.997835001
Dapma7bEVm027511,-0.103550152,0.832601671,0.966225934,0.638858716,0.190150558,0.877495148,0.186092251,0.703907121,0.998544574
Dapma7bEVm027512,-0.364348492,0.624938569,0.916908003,0.421666862,0.57074527,0.971159653,0.155167094,0.834947532,0.998544574
Dapma7bEVm027513,-0.140962659,0.656159396,0.928939037,-0.116994749,0.711012248,0.993489119,-0.201333268,0.5261092,0.997835001
Dapma7bEVm027515,0.867935061,0.321822156,0.767564236,1.558653247,0.074581538,0.754213627,0.27727135,0.752429748,0.998544574
Dapma7bEVm027516,0.401669883,0.534024781,NA,-0.081770383,0.899425031,0.996018607,0.210155503,0.745624203,0.998544574
Dapma7bEVm027517,-0.129987845,0.537401159,0.890365635,-0.348881053,0.09768218,0.793921054,-0.478154395,0.024812821,0.605871518
Dapma7bEVm027518,0.373350917,0.707350803,0.942174884,0.744173316,0.454075338,0.958143384,0.457228777,0.645729999,0.997835001
Dapma7bEVm027520,-0.354798722,0.31114618,0.759338107,0.358760453,0.300750371,0.933826739,0.245978599,0.480318325,0.997835001
Dapma7bEVm027522,-0.495893635,0.80906682,NA,-2.262988734,0.274928794,0.921222436,-6.312457427,0.005670413,0.352394194
Dapma7bEVm027523,0.538350139,0.158428562,0.602550024,0.2843588,0.456321925,0.95840766,0.45564858,0.233816014,0.997835001
Dapma7bEVm027526,-2.720847424,0.026318083,NA,-1.842547958,0.12770664,0.828614689,-1.300283952,0.282091114,0.997835001
Dapma7bEVm027528,1.314137445,0.046482036,0.339538304,0.609916786,0.356676548,0.947009914,1.418081492,0.031761692,0.657494563
Dapma7bEVm027529,-0.190671034,0.398645936,0.819523842,0.009523426,0.966270355,0.999117826,0.293412178,0.193095786,0.980744892
Dapma7bEVm027530,-0.505425314,0.125143366,0.554301125,-0.898179573,0.006565183,0.277967088,-0.779630966,0.019154402,0.552086147
Dapma7bEVm027531,-1.660764475,0.080289369,NA,-1.055001179,0.260693365,0.918809966,0.261739947,0.778710246,0.998544574
Dapma7bEVm027532,-0.16577774,0.732113424,0.947411742,-0.693344411,0.152642135,0.849580955,-2.039563571,3.31E-05,0.009493158
Dapma7bEVm027536,0.005023788,0.994656736,NA,0.789991365,0.289254235,0.928842618,1.146821603,0.124094873,0.93071155
Dapma7bEVm027537,-0.421390812,0.241379746,0.700594011,-0.46337578,0.196535612,0.879981581,-0.1924399,0.592507813,0.997835001
Dapma7bEVm027538,-0.448087846,0.697959063,0.940586474,1.924068806,0.094528843,0.792010613,0.109756079,0.924204811,0.998544574
Dapma7bEVm027542,2.573874641,0.22428227,NA,3.32134704,0.115156007,0.807890346,4.71899114,0.024864236,0.605871518
Dapma7bEVm027543,0.740500542,0.101892123,0.513381862,0.031426055,0.944853314,0.997211633,0.363133227,0.424639261,0.997835001
Dapma7bEVm027545,-0.270507749,0.326176929,0.771344468,0.043708557,0.873325282,0.996018607,-0.697345818,0.01206577,0.486879329
Dapma7bEVm027547,2.427903501,0.431198486,NA,2.488664388,0.419680697,0.952985701,1.777460074,0.564715151,0.997835001
Dapma7bEVm027548,-2.270643453,0.080504029,NA,-0.597818246,0.639980923,0.984108345,0.596120357,0.640124623,0.997835001
Dapma7bEVm027549,0.499478682,0.594850796,NA,0.304852682,0.745451177,0.995280907,-0.640751194,0.498269343,0.997835001
Dapma7bEVm027550,0.942357812,0.137788515,NA,1.086044574,0.086467948,0.777197534,-0.242389929,0.707032087,0.998544574
Dapma7bEVm027551,-2.239368776,0.584186559,NA,-7.729967914,0.066199764,0.730596784,-1.984341789,0.627683954,0.997835001
Dapma7bEVm027552,-1.269075575,0.037646354,0.305156331,0.517477566,0.391270536,0.952985701,0.519195147,0.390345625,0.997835001
Dapma7bEVm027553,0.510556545,0.487915028,NA,0.645985992,0.378580885,0.951432899,1.019544109,0.164873425,0.956380318
Dapma7bEVm027557,0.238613988,0.304473191,0.75499195,0.246521616,0.287330359,0.928699314,0.225501423,0.333190074,0.997835001
Dapma7bEVm027559,0.599177727,0.018087516,0.198682231,0.354471668,0.161975838,0.855694214,0.44846873,0.077975604,0.853975941
Dapma7bEVm027561,-4.740833034,0.122509766,NA,3.003237898,0.299944801,0.933826739,2.618575143,0.366359947,0.997835001
Dapma7bEVm027562,-0.503101442,0.747490893,NA,-1.731562623,0.274713034,0.921222436,-0.544516928,0.728223803,0.998544574
Dapma7bEVm027563,0.062672034,0.92323201,0.986272112,-0.350843637,0.589816445,0.975603595,-1.109902296,0.090513628,0.874903996
Dapma7bEVm027564,-1.743061207,0.141720871,NA,-0.314475421,0.789797789,0.995280907,-0.710787404,0.547641246,0.997835001
Dapma7bEVm027566,0.093585845,0.977639056,NA,-3.733179546,0.267779776,0.921222436,0.34101331,0.918649018,0.998544574
Dapma7bEVm027568,0.368991999,0.633230649,NA,-0.293003666,0.705314865,0.992113972,-0.298160646,0.701213799,0.998544574
Dapma7bEVm027569,-0.350356824,0.782118421,NA,1.267675673,0.313617458,0.941696037,0.097327389,0.938671129,0.998544574
Dapma7bEVm027570,-0.444520355,0.827712442,NA,-0.325655565,0.873113786,0.996018607,-1.893283032,0.36147655,0.997835001
Dapma7bEVm027572,0.965936678,0.061530382,NA,0.735148291,0.154658423,0.851279019,1.313750732,0.010856687,0.46831839
Dapma7bEVm027573,-0.278506901,0.670306466,0.932076475,-0.375962335,0.565149711,0.971159653,-0.127593054,0.845416159,0.998544574
Dapma7bEVm027575,0.717607071,0.380292472,NA,0.198385147,0.808579195,0.995280907,-0.336093481,0.683488307,0.998544574
Dapma7bEVm027576,-0.141148326,0.773561536,0.956341445,-0.179318162,0.714136584,0.994207572,0.330390768,0.499494404,0.997835001
Dapma7bEVm027577,0.494607296,0.021087255,0.216793254,0.20399173,0.341616262,0.943571883,0.53765319,0.012258911,0.489161292
Dapma7bEVm027578,0.959808374,0.045610322,NA,0.764355995,0.111060165,0.804784529,0.914992186,0.057822889,0.804517703
Dapma7bEVm027579,-1.629882308,0.187314191,0.640950448,-0.59981668,0.626766686,0.982704679,-1.063643815,0.389145403,0.997835001
Dapma7bEVm027580,0.156138122,0.644332856,0.923343839,-0.137426748,0.684523657,0.990313418,-0.019256166,0.954623329,0.998544574
Dapma7bEVm027582,-0.132638422,0.690170861,0.938205937,-0.044223764,0.894084259,0.996018607,-0.030122606,0.927912128,0.998544574
Dapma7bEVm027583,-1.128211409,0.287624149,NA,0.620497024,0.554612139,0.971159653,0.501454503,0.633574147,0.997835001
Dapma7bEVm027584,-0.127763439,0.839295214,0.96859266,-0.422118187,0.502888317,0.964817934,-0.990869429,0.11678784,0.921755269
Dapma7bEVm027585,-1.298704423,0.131687902,NA,0.016094201,0.984902805,0.999771496,-2.351578664,0.007797258,0.416775096
Dapma7bEVm027586,1.255975651,0.639201134,NA,0.306829616,0.908863998,0.996018607,0.821388623,0.75925446,0.998544574
Dapma7bEVm027587,0.277213654,0.219361678,0.67880042,0.344876154,0.125742216,0.828331342,-0.307548322,0.176221669,0.967529709
Dapma7bEVm027588,0.892631862,0.223511861,0.685187158,-0.333017843,0.650329129,0.984108345,0.078508247,0.914903929,0.998544574
Dapma7bEVm027589,1.877046806,0.594203255,NA,-6.825645282,0.062680444,0.720307171,-0.242759885,0.945142851,0.998544574
Dapma7bEVm027590,-1.02425311,0.46758412,NA,-0.377277499,0.787295638,0.995280907,-3.866691514,0.014317354,0.506772553
Dapma7bEVm027592,0.110535025,0.864127509,NA,0.532497894,0.407226815,0.952985701,-0.197375684,0.761335368,0.998544574
Dapma7bEVm027593,1.014115107,0.572464514,NA,0.011835682,0.994757836,0.999771496,-0.173018355,0.923752727,0.998544574
Dapma7bEVm027594,0.260868692,0.271798945,0.726904155,0.122156526,0.606765384,0.979671428,-0.117726002,0.620450481,0.997835001
Dapma7bEVm027595,2.619296751,0.335400473,NA,1.710245949,0.529666714,0.969618438,1.690678493,0.534695527,0.997835001
Dapma7bEVm027596,2.072785223,0.28254977,NA,3.907424762,0.041503607,0.632488474,1.818886719,0.347156811,0.997835001
Dapma7bEVm027597,-2.47164949,0.094785693,NA,1.069655147,0.448260868,0.957609563,0.823661731,0.560223698,0.997835001
Dapma7bEVm027598,0.400482843,0.497913078,NA,-0.265385061,0.656622044,0.984108345,0.221516437,0.710296137,0.998544574
Dapma7bEVm027599,0.07446338,0.982925363,NA,0.210369893,0.951764102,0.997211633,1.95822845,0.573007939,0.997835001
Dapma7bEVm027600,0.748230635,0.579803069,NA,1.340396893,0.319726736,0.941696037,-1.012952808,0.462688928,0.997835001
Dapma7bEVm027601,1.126701591,0.000112694,0.004550555,0.557790021,0.05665834,0.705765839,0.542883668,0.065105079,0.825013886
Dapma7bEVm027602,0.350656104,0.272767604,0.728578879,-0.358023767,0.265202634,0.921222436,0.318136639,0.320878105,0.997835001
Dapma7bEVm027603,0.287432314,0.429853122,0.836660792,0.639646098,0.077766173,0.761896757,-0.293551298,0.423964726,0.997835001
Dapma7bEVm027604,-0.509375214,0.344314782,0.783873407,-0.661513663,0.219042442,0.898048937,-0.499871755,0.354246417,0.997835001
Dapma7bEVm027609,0.452868104,0.393665808,NA,0.842706977,0.110122088,0.80385082,0.264139924,0.620778643,0.997835001
Dapma7bEVm027610,0.661192398,0.138062298,0.576579214,0.090774101,0.83884093,0.995987636,-0.048549186,0.913621936,0.998544574
Dapma7bEVm027612,-2.35257268,1.48E-08,1.88E-06,-1.377363978,0.000834215,0.0878686,-2.347906178,1.68E-08,1.09E-05
Dapma7bEVm027615,-0.367793757,0.585056603,0.905063342,0.023446556,0.972176455,0.999117826,-0.421047259,0.532385652,0.997835001
Dapma7bEVm027616,-1.166810233,0.37674566,NA,-0.541151786,0.679807231,0.988409291,-0.907675976,0.49146011,0.997835001
Dapma7bEVm027617,0.118545435,0.758646092,0.952645454,-0.111499273,0.77254667,0.995280907,-0.321334764,0.408696698,0.997835001
Dapma7bEVm027618,0.258291538,0.856346985,NA,-1.059357086,0.463807035,0.959980398,-0.356065463,0.804726775,0.998544574
Dapma7bEVm027619,-3.094994048,0.061193075,NA,-2.772985543,0.088174975,0.779299271,-1.592268902,0.320957617,0.997835001
Dapma7bEVm027620,0.566539669,0.06791777,0.41551418,0.579546417,0.061622951,0.720307171,0.072672015,0.815425159,0.998544574
Dapma7bEVm027621,0.888483237,0.008225231,0.118080982,0.457920574,0.17376762,0.86392059,0.444266292,0.188808106,0.974249988
