,log2FoldChange,pvalue,padj,log2FoldChange,pvalue,padj,log2FoldChange,pvalue,padj
Dapma7bEVm027623,1.014975544,0.477117418,NA,-0.989296635,0.49160106,0.964158903,-0.258961459,0.856863692,0.998544574
Dapma7bEVm027624,0.109424149,0.956033458,NA,1.451069638,0.460873716,0.959980398,-0.605403226,0.762929761,0.998544574
Dapma7bEVm027625,-1.627688173,0.538234953,NA,-1.2262056,0.641687666,0.984108345,0.098966404,0.969953062,0.998544574
Dapma7bEVm027626,1.247464806,0.004129123,0.07589381,-0.272567104,0.531819147,0.969618438,0.539625007,0.215381804,0.991607831
Dapma7bEVm027627,0.030610305,0.905921184,0.982588488,0.424533655,0.099803381,0.794455323,-0.364730146,0.161496577,0.956380318
Dapma7bEVm027631,0.836607245,0.655000134,NA,0.740826312,0.692256015,0.990759476,-1.843518478,0.33465975,0.997835001
Dapma7bEVm027632,0.92397634,0.621159052,NA,0.074616783,0.968181593,0.999117826,-1.030243937,0.582933582,0.997835001
Dapma7bEVm027633,0.734429374,0.018093858,0.198682231,0.473428611,0.127615874,0.828614689,0.444155807,0.153885705,0.947726878
Dapma7bEVm027634,0.485483892,0.000535136,0.01592311,0.209902614,0.134441154,0.831909087,0.04898197,0.727841284,0.998544574
Dapma7bEVm027635,-2.845534377,0.239028793,NA,-0.510397013,0.831534514,0.995987636,-2.024271454,0.400835948,0.997835001
Dapma7bEVm027636,0.873215042,0.486961213,NA,-3.061344235,0.019147494,0.455329493,-0.460177662,0.715916366,0.998544574
Dapma7bEVm027637,0.21224968,0.437687994,0.842052038,0.097055213,0.722212553,0.994207572,-0.051470877,0.851792001,0.998544574
Dapma7bEVm027639,0.076470142,0.895996334,0.97944845,0.088019663,0.880311856,0.996018607,-0.680989441,0.24640562,0.997835001
Dapma7bEVm027640,1.571178088,0.057896945,NA,1.487668983,0.072083875,0.748562484,-0.680573219,0.440123457,0.997835001
Dapma7bEVm027642,0.07420408,0.977349051,NA,-0.186996875,0.942962958,0.997211633,-5.404980076,0.053165781,0.780327675
Dapma7bEVm027643,1.19176715,0.179373999,NA,2.190118949,0.012661305,0.380237297,2.04714577,0.020265415,0.560321933
Dapma7bEVm027644,-0.240974728,0.931414611,NA,0.323833548,0.907888811,0.996018607,0.280442634,0.920202737,0.998544574
Dapma7bEVm027645,-0.010719751,0.984337316,0.997577235,0.562747078,0.300407879,0.933826739,0.368995627,0.498652822,0.997835001
Dapma7bEVm027647,-5.851978507,0.164648144,NA,0.666687949,0.870485109,0.996018607,-0.728959195,0.858794995,0.998544574
Dapma7bEVm027648,-0.148506832,0.82390246,0.965622596,-0.542474058,0.416707551,0.952985701,0.355056171,0.594148917,0.997835001
Dapma7bEVm027649,-0.948441169,0.318792778,NA,-0.23179909,0.806187778,0.995280907,-0.15650819,0.868711937,0.998544574
Dapma7bEVm027650,0.488098187,0.004546685,0.081384961,0.145871721,0.396634393,0.952985701,7.76E-05,0.999641365,0.999938786
Dapma7bEVm027651,0.124883426,0.830237109,0.966225934,-0.194316335,0.738806428,0.995280907,-0.44437473,0.448503141,0.997835001
Dapma7bEVm027652,0.019581552,0.987419459,NA,-0.784760885,0.528093516,0.969618438,0.396008825,0.749723849,0.998544574
Dapma7bEVm027654,0.841808854,0.703955622,NA,-1.458401608,0.516392677,0.96749809,0.126657756,0.95459557,0.998544574
Dapma7bEVm027655,0.261035312,0.524443658,0.88469253,0.295995807,0.469716653,0.959980398,-0.822853955,0.047676334,0.759209813
Dapma7bEVm027656,-1.224128247,0.131784077,0.568703091,-1.094673827,0.177039223,0.867928428,-0.152963982,0.850143938,0.998544574
Dapma7bEVm027658,1.013053016,0.398447067,NA,1.335179045,0.265160812,0.921222436,0.673644001,0.575133767,0.997835001
Dapma7bEVm027660,-0.173070178,0.242280997,0.701773752,-0.14334069,0.332202616,0.941696037,-0.018667271,0.899663662,0.998544574
Dapma7bEVm027661,0.140181451,0.508906101,0.877931458,0.327696049,0.121599425,0.820109114,0.260471876,0.219965871,0.99567436
Dapma7bEVm027662,-0.800588063,0.54971886,NA,1.691486063,0.188987029,0.877495148,0.972949708,0.453858277,0.997835001
Dapma7bEVm027663,-0.366106394,0.533474019,0.889780025,0.124499502,0.831600622,0.995987636,-0.247672242,0.673758813,0.998544574
Dapma7bEVm027664,-0.07327747,0.831134681,0.966225934,-0.578326163,0.093159443,0.787785728,-0.223750299,0.516384271,0.997835001
Dapma7bEVm027665,1.112176189,0.228815549,NA,0.652263621,0.48111364,0.959980398,0.768986592,0.407778953,0.997835001
Dapma7bEVm027667,-1.642554625,0.227814789,NA,-0.431768556,0.749643691,0.995280907,-0.208399702,0.877670381,0.998544574
Dapma7bEVm027669,-1.120100401,0.160413607,NA,0.138343366,0.858432739,0.996018607,0.419106579,0.589680505,0.997835001
Dapma7bEVm027671,-0.352150114,0.538412339,NA,0.16573325,0.770197531,0.995280907,0.700194412,0.216817983,0.991764022
Dapma7bEVm027672,-2.688350039,0.290904495,NA,-0.097235609,0.969318588,0.999117826,-2.140807992,0.399542539,0.997835001
Dapma7bEVm027673,-0.28635121,0.875970925,NA,0.722616517,0.691750831,0.990759476,-1.067534638,0.564908661,0.997835001
Dapma7bEVm027676,0.519889899,0.497676301,0.875092481,0.756319317,0.323511344,0.941696037,-0.319190621,0.677981253,0.998544574
Dapma7bEVm027678,0.108711837,0.792062807,0.958268461,0.494890793,0.227496415,0.903927488,-0.220040274,0.596136476,0.997835001
Dapma7bEVm027679,-0.073802298,0.906117515,0.982676188,0.497245107,0.425019163,0.952985701,-0.821248094,0.193129501,0.980744892
Dapma7bEVm027681,-0.573398672,0.333152195,NA,-0.302612987,0.607919844,0.979671428,-0.339705796,0.566283882,0.997835001
Dapma7bEVm027682,-0.129207562,0.855101864,0.973240185,-0.199004678,0.778406084,0.995280907,-0.205453288,0.771740409,0.998544574
Dapma7bEVm027683,-0.189961927,0.421940022,0.834178879,0.185099213,0.430934197,0.953108977,-0.296933193,0.211359436,0.99129443
Dapma7bEVm027684,-2.097724895,0.147494805,NA,-0.80394911,0.571914634,0.971159653,0.06571987,0.963056265,0.998544574
Dapma7bEVm027685,-0.021672065,0.872859861,0.976136843,-0.105243619,0.436714645,0.954579575,0.005673969,0.966615076,0.998544574
Dapma7bEVm027686,-1.122658077,0.20705449,NA,0.336455759,0.700417975,0.992113972,-0.495068723,0.575532099,0.997835001
Dapma7bEVm027688,0.490387787,0.751544861,NA,-5.672722271,0.002126686,0.154643517,0.528824398,0.732985671,0.998544574
Dapma7bEVm027689,-0.423099389,0.680033149,NA,-1.06212174,0.302948011,0.934692763,0.401648617,0.693762941,0.998544574
Dapma7bEVm027690,-1.122099846,0.193478823,NA,-0.323800253,0.705456747,0.992113972,-0.893251763,0.300481172,0.997835001
Dapma7bEVm027691,-1.49747651,0.000641084,0.018185413,-0.850177257,0.052017358,0.687817647,-1.132343857,0.009801959,0.450164233
Dapma7bEVm027692,0.415962247,0.049303984,0.352838365,0.502943351,0.017394086,0.437140844,-0.035255425,0.867854499,0.998544574
Dapma7bEVm027693,0.446246951,0.773699235,NA,-0.425038692,0.784723312,0.995280907,-2.324589063,0.146570653,0.945435905
Dapma7bEVm027694,-0.125945625,0.83549176,NA,0.028755631,0.962071647,0.999117826,-0.391310928,0.520738348,0.997835001
Dapma7bEVm027695,2.465631027,0.10353743,NA,3.102068404,0.040097369,0.625448171,3.010794089,0.046599741,0.751735686
Dapma7bEVm027696,-0.104102411,0.900068521,NA,-0.031732687,0.969388899,0.999117826,-0.033574088,0.967734923,0.998544574
Dapma7bEVm027699,0.553056612,0.486648692,0.869489894,0.510585525,0.520479928,0.967706658,0.578653243,0.466980765,0.997835001
Dapma7bEVm027701,-0.218959206,0.426379485,0.835095378,0.175569422,0.520012578,0.967551654,0.161169662,0.557125371,0.997835001
Dapma7bEVm027702,-0.411901565,0.730179155,NA,-1.119567769,0.350222793,0.945049007,-1.123860241,0.3506217,0.997835001
Dapma7bEVm027703,-0.520455465,0.563942456,NA,-0.227127079,0.799457566,0.995280907,-0.879142859,0.335972589,0.997835001
Dapma7bEVm027706,-0.405120616,0.699130327,NA,-0.110215964,0.916096272,0.996018607,-0.263643139,0.801466789,0.998544574
Dapma7bEVm027707,-0.19054231,0.699337879,0.940586474,-0.275536838,0.576020326,0.971980073,0.031491787,0.949097034,0.998544574
Dapma7bEVm027708,-0.008799351,0.961075455,0.993726831,0.071545724,0.690065792,0.990313418,-0.165139838,0.362866424,0.997835001
Dapma7bEVm027711,0.348710091,0.630238925,0.918444319,0.48885299,0.499148535,0.964158903,-0.01659426,0.981778077,0.999133275
Dapma7bEVm027714,-0.962921372,0.792771679,NA,-1.794832265,0.625182467,0.981977125,2.523908287,0.489224674,0.997835001
Dapma7bEVm027715,-0.002395505,0.998041922,NA,-0.853943062,0.385464653,0.952985701,-0.86473873,0.383586205,0.997835001
Dapma7bEVm027716,-0.582855849,0.74201702,NA,-0.03260131,0.985253103,0.999771496,0.230875355,0.895932623,0.998544574
Dapma7bEVm027717,3.996634243,0.005092135,NA,2.396998236,0.094614302,0.792010613,4.0277023,0.004776652,0.330183033
Dapma7bEVm027718,-0.65555491,0.629725562,NA,-1.603650753,0.243144072,0.908193465,0.416548298,0.757536416,0.998544574
Dapma7bEVm027719,-2.835701278,NA,NA,1.250615039,NA,NA,1.196338146,NA,NA
Dapma7bEVm027721,-0.47524378,0.258186031,0.716388369,-0.983045292,0.01991226,0.463586258,-0.247140259,0.556350896,0.997835001
Dapma7bEVm027723,0.184723648,0.5374469,0.890365635,0.199928385,0.502712636,0.964817934,-0.14559167,0.630621943,0.997835001
Dapma7bEVm027724,-0.015760424,0.966463024,0.995618093,0.164106016,0.660328763,0.984108345,0.269863293,0.471207359,0.997835001
Dapma7bEVm027727,-1.19648599,0.564856655,NA,0.996084759,0.626804374,0.982704679,0.213186502,0.917487303,0.998544574
Dapma7bEVm027728,0.781748688,0.000908622,0.023939246,0.705836689,0.002737243,0.180933513,0.143218798,0.543891511,0.997835001
Dapma7bEVm027729,-0.676441205,0.600122326,NA,0.563456416,0.659465901,0.984108345,0.817513046,0.52291375,0.997835001
Dapma7bEVm027730,0.604989503,0.716361566,NA,0.45618021,0.783977355,0.995280907,0.623595844,0.708424923,0.998544574
Dapma7bEVm027731,-0.0252811,0.986767087,NA,-0.422237035,0.781823682,0.995280907,0.643248605,0.672842558,0.998544574
Dapma7bEVm027732,-0.0163403,0.991834252,NA,-0.405265229,0.799760477,0.995280907,0.102515122,0.948825015,0.998544574
Dapma7bEVm027734,0.151805483,0.768770616,0.956341445,0.595486665,0.246596766,0.908193465,0.2539307,0.623205337,0.997835001
Dapma7bEVm027735,-1.897453018,0.075857601,NA,-1.592115924,0.133674176,0.831909087,-2.518818969,0.020375771,0.560321933
Dapma7bEVm027736,-0.54767566,0.792175976,NA,0.678831439,0.743630942,0.995280907,-4.214467525,0.048923761,0.759298892
Dapma7bEVm027739,-4.070427737,0.013495096,NA,-1.141000099,0.445975344,0.957263192,0.086983727,0.953411489,0.998544574
Dapma7bEVm027740,-0.33199606,0.759842297,NA,-0.597277091,0.582382706,0.97306878,-0.046971099,0.965494911,0.998544574
Dapma7bEVm027741,-0.54238322,0.864920558,NA,-3.064215698,0.338939092,0.943571883,-3.287660491,0.306688295,0.997835001
Dapma7bEVm027742,2.13546663,0.038003214,NA,3.120085186,0.002333687,0.161463893,1.946969394,0.05910714,0.807149757
Dapma7bEVm027743,-0.3100243,0.814118514,NA,0.10224023,0.937986486,0.997211633,-1.372802069,0.304018176,0.997835001
Dapma7bEVm027746,5.477298475,0.193735934,NA,7.399249178,0.07867798,0.764443759,7.184671234,0.087829511,0.873475793
Dapma7bEVm027749,1.489292244,0.123731643,NA,1.022612013,0.291687535,0.929842009,2.444957875,0.011015137,0.46892466
Dapma7bEVm027751,-0.46847516,0.784232451,NA,-3.184362958,0.078221222,0.762257829,-1.011008844,0.558051535,0.997835001
Dapma7bEVm027753,0.08285937,0.93548066,NA,-0.031568565,0.975354983,0.999117826,-2.685362691,0.018856516,0.551283734
Dapma7bEVm027754,-2.17742008,0.120648109,NA,0.365766011,0.785645653,0.995280907,0.639975925,0.634501858,0.997835001
Dapma7bEVm027755,0.29579817,0.277669705,0.731362215,0.110892162,0.683709677,0.990140684,0.480420675,0.077950639,0.853975941
Dapma7bEVm027757,-0.47893592,0.642043414,NA,-0.444285039,0.665568302,0.984300759,-0.904196971,0.38361356,0.997835001
Dapma7bEVm027759,-0.824943025,0.244876237,NA,0.401565077,0.566535635,0.971159653,-0.155955676,0.825077677,0.998544574
Dapma7bEVm027760,0.664289267,0.211490858,0.672063928,0.167766127,0.752684175,0.995280907,1.007785034,0.057846648,0.804517703
Dapma7bEVm027761,1.322020846,0.354538556,NA,0.827161281,0.562735055,0.971159653,3.060757788,0.031583741,0.656315258
Dapma7bEVm027762,-0.618088727,0.880007749,NA,-20.87397991,7.16E-07,0.000445852,1.626734777,0.690662942,0.998544574
Dapma7bEVm027763,-0.010967342,0.952061538,0.991560848,0.118612307,0.515020078,0.96749809,-0.097350322,0.594078872,0.997835001
Dapma7bEVm027765,-0.457827436,0.528797105,NA,-0.572279751,0.430733828,0.953108977,0.084544816,0.907226035,0.998544574
Dapma7bEVm027766,0.290725439,0.521592119,0.884131587,0.42854902,0.343348056,0.943571883,0.020729414,0.963731869,0.998544574
Dapma7bEVm027767,0.132695107,0.777813112,0.956341445,0.350773966,0.45504177,0.95840766,0.477944441,0.309229826,0.997835001
Dapma7bEVm027768,-1.586772097,0.602102346,NA,0.066810366,0.982376583,0.999771496,-3.05133158,0.324752311,0.997835001
Dapma7bEVm027770,-0.200818727,0.355308545,0.791305404,-0.01713334,0.936939434,0.997211633,-0.214615876,0.324208763,0.997835001
Dapma7bEVm027771,-0.259961887,0.766661019,NA,-0.577496851,0.510007965,0.967229321,-0.702864199,0.425346119,0.997835001
Dapma7bEVm027772,-0.495403067,0.157966466,0.602550024,-0.149189686,0.668385338,0.984883206,-0.239475559,0.494551806,0.997835001
Dapma7bEVm027773,1.084386742,0.029739205,0.266681389,0.879772377,0.077743339,0.761896757,0.736544519,0.141790478,0.942348685
Dapma7bEVm027774,-0.649378253,0.507266896,NA,-1.110189769,0.258030309,0.917811413,0.064075734,0.947607527,0.998544574
Dapma7bEVm027775,0.30523021,0.378039774,0.80751129,0.160727915,0.642254403,0.984108345,-0.579824963,0.098265356,0.89576833
Dapma7bEVm027778,-1.657389117,0.006239878,NA,0.07066298,0.904179792,0.996018607,-0.353059514,0.551211826,0.997835001
Dapma7bEVm027779,0.089317789,0.975645303,NA,1.003529243,0.731487483,0.994690358,0.954086032,0.744276397,0.998544574
Dapma7bEVm027780,-0.713937363,0.694455742,NA,-2.110295896,0.248046056,0.908193465,-1.033619463,0.570277769,0.997835001
Dapma7bEVm027782,7.397221239,0.07878492,NA,5.520192612,0.190107894,0.877495148,5.266506736,0.211761911,0.99129443
Dapma7bEVm027783,-2.302304479,0.060901483,NA,0.229566401,0.846432813,0.995987636,-0.718184929,0.54868314,0.997835001
Dapma7bEVm027784,-0.432805454,0.215511656,0.677621922,-0.3813017,0.273499175,0.921222436,-0.468352883,0.181611565,0.970982937
Dapma7bEVm027786,-0.230728935,0.200116122,0.657311579,-0.028505145,0.87374933,0.996018607,-0.121933161,0.498768337,0.997835001
Dapma7bEVm027787,-0.715567064,0.464446484,NA,0.486117958,0.61371298,0.980781759,-0.703896727,0.473236951,0.997835001
Dapma7bEVm027788,-0.397686731,0.842858048,NA,0.250204117,0.90041984,0.996018607,-1.78250051,0.380918018,0.997835001
Dapma7bEVm027789,-1.333602556,0.150043481,NA,-0.44752275,0.625409817,0.981977125,-1.224649382,0.186802491,0.974249988
Dapma7bEVm027790,-0.487470018,0.054549742,0.372268085,-0.427621754,0.090994373,0.786032462,-0.292358119,0.248955903,0.997835001
Dapma7bEVm027791,0.132019843,0.754893157,0.952312776,-0.245360806,0.562355256,0.971159653,-0.074702569,0.860503186,0.998544574
Dapma7bEVm027792,0.539397461,0.02752244,0.254306152,-0.106752113,0.663914515,0.984108345,-0.192457333,0.436668769,0.997835001
Dapma7bEVm027794,0.166165594,0.933691691,NA,-1.585013728,0.432086952,0.953450428,-1.750998979,0.389314303,0.997835001
Dapma7bEVm027795,0.577177423,0.765612002,0.955343853,-0.308786977,0.873301602,0.996018607,-1.212273284,0.531571669,0.997835001
Dapma7bEVm027800,-0.679197143,0.379838763,0.808106968,-0.807764885,0.296098096,0.933826739,-0.605690714,0.433768178,0.997835001
Dapma7bEVm027801,-0.680766429,0.628031662,NA,1.819991643,0.191706624,0.877495148,-0.018901878,0.989240038,0.9993904
Dapma7bEVm027802,0.690164382,0.591698133,NA,1.15018151,0.3693689,0.947850483,2.201490181,0.085053297,0.872580234
Dapma7bEVm027804,0.306038366,0.883165554,NA,0.641794126,0.757135281,0.995280907,1.048712641,0.613412213,0.997835001
Dapma7bEVm027805,-0.834457065,0.091739146,NA,-0.019230534,0.968402627,0.999117826,-0.859081709,0.084344455,0.871169034
Dapma7bEVm027806,1.30315575,0.187325407,NA,-1.077647717,0.280709786,0.926961898,1.041911662,0.292381709,0.997835001
Dapma7bEVm027808,-0.485322171,0.609979806,NA,-0.760549932,0.424232783,0.952985701,-0.905092471,0.346482337,0.997835001
Dapma7bEVm027809,-0.170356019,0.913901623,NA,-0.003614777,0.998163175,0.999771496,0.744559629,0.634706206,0.997835001
Dapma7bEVm027812,-0.009483829,0.962618552,0.994402024,-0.263085358,0.193581878,0.877495148,0.264997316,0.190129831,0.974950723
Dapma7bEVm027814,0.049161082,0.861121399,0.974034485,-0.143721694,0.608887502,0.979705803,-0.373126298,0.186921505,0.974249988
Dapma7bEVm027815,0.224088788,0.755456814,0.952312776,-0.357998882,0.619314419,0.980944104,0.394764571,0.583288448,0.997835001
Dapma7bEVm027817,0.393579263,0.45174565,0.851274465,-0.126183728,0.809461633,0.995280907,-0.75054285,0.152986103,0.947726878
Dapma7bEVm027818,-0.066644556,0.964803288,0.995495649,0.034243191,0.981907129,0.999771496,-1.219813498,0.420016229,0.997835001
Dapma7bEVm027819,-0.584415623,0.766287232,NA,-1.881538621,0.339378764,0.943571883,0.377946316,0.847473706,0.998544574
Dapma7bEVm027820,0.772288245,0.013811588,0.166977285,0.676219092,0.030853395,0.568822237,0.781282886,0.012932319,0.493108753
Dapma7bEVm027821,-0.719424549,0.693738259,0.939333745,1.206556841,0.508232728,0.966472033,-0.848503641,0.642530979,0.997835001
Dapma7bEVm027822,0.11015246,0.690260699,0.938205937,-0.126078838,0.648265563,0.984108345,-0.283144795,0.309437863,0.997835001
Dapma7bEVm027823,-6.683262568,0.002677804,NA,-2.503948518,0.213219712,0.892555001,-1.220145888,0.541233973,0.997835001
Dapma7bEVm027825,-1.52071697,0.27383155,NA,-0.979200493,0.47612811,0.959980398,-0.213165328,0.876355778,0.998544574
Dapma7bEVm027826,0.41340897,0.082721714,0.461791209,0.229059604,0.336214877,0.943571883,0.058422034,0.806972657,0.998544574
Dapma7bEVm027827,1.669034329,0.002087949,0.045026101,0.464216173,0.393966336,0.952985701,-0.481678871,0.382800856,0.997835001
Dapma7bEVm027828,-0.23568535,0.381175529,0.808672283,0.005508501,0.983573136,0.999771496,-0.122492079,0.649424214,0.997835001
Dapma7bEVm027830,1.602570195,0.695846078,NA,1.178468314,0.773783511,0.995280907,1.205480473,0.768852155,0.998544574
Dapma7bEVm027833,1.295389538,0.550869522,NA,2.029428586,0.349129647,0.944748435,0.544568285,0.802734894,0.998544574
Dapma7bEVm027834,1.343123178,0.279846163,NA,-0.626879055,0.621171399,0.980944104,1.325991491,0.2867564,0.997835001
Dapma7bEVm027837,-0.056586154,0.824861164,0.965622596,0.1591484,0.531478643,0.969618438,-0.030277266,0.905977314,0.998544574
Dapma7bEVm027838,0.260712771,0.76017498,NA,1.273765539,0.129834547,0.830674359,0.974035677,0.250348828,0.997835001
Dapma7bEVm027839,-1.111869065,0.151800232,NA,0.270400867,0.724591501,0.994207572,-1.105401124,0.155139334,0.950026168
Dapma7bEVm027840,-0.831904532,0.409891422,NA,0.599448634,0.546831923,0.971159653,-0.162309211,0.871527697,0.998544574
Dapma7bEVm027841,0.150773852,0.886691646,NA,-0.320150435,0.762432908,0.995280907,0.391382522,0.711435884,0.998544574
Dapma7bEVm027842,0.52134024,0.020630669,0.214629575,0.101263345,0.653537392,0.984108345,0.073014644,0.747596785,0.998544574
Dapma7bEVm027845,-0.33409362,0.854667782,NA,-0.66224324,0.716727799,0.994207572,-0.778205778,0.671576445,0.998544574
Dapma7bEVm027846,1.391627538,0.324896506,0.770373158,1.80997857,0.200187685,0.882036162,0.773340429,0.584721658,0.997835001
Dapma7bEVm027847,0.172936594,0.82096005,NA,0.482429105,0.526064076,0.969243458,-1.365859504,0.082808606,0.864601516
Dapma7bEVm027849,0.34357578,0.433157657,NA,-0.478317474,0.281743184,0.926961898,0.196767139,0.655990788,0.997835001
Dapma7bEVm027850,-0.212557133,0.146858206,0.586829521,-0.295445127,0.043474563,0.642034138,-0.249509449,0.089303204,0.873475793
Dapma7bEVm027851,0.054662728,0.971959565,NA,-0.676821463,0.664902039,0.984108345,0.809843075,0.601137172,0.997835001
Dapma7bEVm027852,1.032781552,0.589552052,NA,-1.867614482,0.355578733,0.947009914,2.286217886,0.229701053,0.997835001
